userid,dt,campaign_id
1152,2013-03-20,FB
1153,2013-03-20,FB
1154,2013-03-20,FB
1155,2013-03-20,TW
1156,2013-03-20,TW
1157,2013-03-20,FB
1158,2013-03-20,RE
1159,2013-03-20,TW
1160,2013-03-20,TW
1161,2013-03-20,FB
1162,2013-03-20,RE
1163,2013-03-20,FB
1164,2013-03-20,FB
1165,2013-03-20,FB
1166,2013-03-20,PI
1167,2013-03-20,TW
1168,2013-03-20,RE
1169,2013-03-20,TW
1170,2013-03-21,PI
1171,2013-03-21,PI
1172,2013-03-21,PI
1173,2013-03-21,FB
1174,2013-03-21,RE
1175,2013-03-21,RE
1176,2013-03-21,FB
1177,2013-03-21,FB
1178,2013-03-21,TW
1179,2013-03-21,RE
1180,2013-03-21,FB
1181,2013-03-21,FB
1182,2013-03-21,FB
1183,2013-03-21,FB
1184,2013-03-21,FB
1185,2013-03-21,TW
1186,2013-03-21,FB
1187,2013-03-21,PI
1188,2013-03-21,PI
1189,2013-03-21,FB
1190,2013-03-21,FB
1191,2013-03-21,TW
1192,2013-03-21,TW
1193,2013-03-22,FB
1194,2013-03-22,FB
1195,2013-03-22,RE
1196,2013-03-22,TW
1197,2013-03-22,FB
1198,2013-03-22,TW
1199,2013-03-22,TW
1200,2013-03-22,FB
1201,2013-03-22,RE
1202,2013-03-22,FB
1203,2013-03-22,FB
1204,2013-03-23,FB
1205,2013-03-23,FB
1206,2013-03-23,RE
1207,2013-03-23,TW
1208,2013-03-24,FB
1209,2013-03-24,FB
1210,2013-03-24,RE
1211,2013-03-24,PI
1212,2013-03-24,FB
1213,2013-03-24,TW
1214,2013-03-24,FB
1215,2013-03-24,FB
1216,2013-03-24,TW
1217,2013-03-24,RE
1218,2013-03-24,TW
1219,2013-03-24,TW
1220,2013-03-24,FB
1221,2013-03-24,FB
1222,2013-03-24,FB
1223,2013-03-24,FB
1224,2013-03-24,FB
1225,2013-03-24,TW
1226,2013-03-24,TW
1227,2013-03-24,TW
1228,2013-03-24,TW
1229,2013-03-24,TW
1230,2013-03-24,TW
1231,2013-03-24,FB
1232,2013-03-24,FB
1233,2013-03-24,TW
1234,2013-03-24,PI
1235,2013-03-24,FB
1236,2013-03-25,RE
1237,2013-03-25,RE
1238,2013-03-25,TW
1239,2013-03-25,TW
1240,2013-03-25,PI
1241,2013-03-25,FB
1242,2013-03-25,TW
1243,2013-03-25,FB
1244,2013-03-25,TW
1245,2013-03-25,TW
1246,2013-03-25,TW
1247,2013-03-25,TW
1248,2013-03-25,FB
1249,2013-03-25,TW
1250,2013-03-25,FB
1251,2013-03-25,FB
1252,2013-03-25,TW
1253,2013-03-25,FB
1254,2013-03-25,FB
1255,2013-03-25,TW
1256,2013-03-25,RE
1257,2013-03-26,PI
1258,2013-03-26,TW
1259,2013-03-26,TW
1260,2013-03-26,RE
1261,2013-03-26,TW
1262,2013-03-26,TW
1263,2013-03-26,RE
1264,2013-03-26,PI
1265,2013-03-26,FB
1266,2013-03-26,TW
1267,2013-03-26,RE
1268,2013-03-26,FB
1269,2013-03-26,TW
1270,2013-03-26,TW
1271,2013-03-26,TW
1272,2013-03-26,RE
1273,2013-03-26,TW
1274,2013-03-26,RE
1275,2013-03-26,TW
1276,2013-03-26,FB
1277,2013-03-26,PI
1278,2013-03-26,FB
1279,2013-03-26,PI
1280,2013-03-26,RE
1281,2013-03-26,PI
1282,2013-03-26,FB
1283,2013-03-27,FB
1284,2013-03-27,FB
1285,2013-03-27,FB
1286,2013-03-27,FB
1287,2013-03-27,FB
1288,2013-03-27,FB
1289,2013-03-27,RE
1290,2013-03-27,FB
1291,2013-03-27,RE
1292,2013-03-27,RE
1293,2013-03-27,TW
1294,2013-03-27,TW
1295,2013-03-27,TW
1296,2013-03-27,FB
1297,2013-03-28,PI
1298,2013-03-28,RE
1299,2013-03-28,PI
1300,2013-03-28,FB
1301,2013-03-28,RE
1302,2013-03-28,FB
1303,2013-03-28,FB
1304,2013-03-28,RE
1305,2013-03-28,RE
1306,2013-03-28,TW
1307,2013-03-28,FB
1308,2013-03-28,FB
1309,2013-03-28,FB
1310,2013-03-28,FB
1311,2013-03-28,TW
1312,2013-03-28,RE
1313,2013-03-28,RE
1314,2013-03-28,FB
1315,2013-03-28,RE
1316,2013-03-28,TW
1317,2013-03-28,FB
1318,2013-03-28,FB
1319,2013-03-28,PI
1320,2013-03-28,TW
1321,2013-03-28,FB
1322,2013-03-28,FB
1323,2013-03-28,RE
1324,2013-03-29,PI
1325,2013-03-29,RE
1326,2013-03-29,TW
1327,2013-03-29,FB
1328,2013-03-29,TW
1329,2013-03-29,TW
1330,2013-03-29,TW
1331,2013-03-29,FB
1332,2013-03-29,TW
1333,2013-03-29,PI
1334,2013-03-29,FB
1335,2013-03-29,TW
1336,2013-03-30,FB
1337,2013-03-30,FB
1338,2013-03-30,TW
1339,2013-03-30,TW
1340,2013-03-30,PI
1341,2013-03-30,FB
1342,2013-03-30,FB
1343,2013-03-30,FB
1344,2013-03-30,FB
1345,2013-03-30,TW
1346,2013-03-30,FB
1347,2013-03-30,FB
1348,2013-03-30,FB
1349,2013-03-30,FB
1350,2013-03-30,FB
1351,2013-03-30,TW
1352,2013-03-31,FB
1353,2013-03-31,FB
1354,2013-03-31,PI
1355,2013-03-31,RE
1356,2013-03-31,FB
1357,2013-03-31,PI
1358,2013-03-31,FB
1359,2013-03-31,FB
1360,2013-03-31,TW
1361,2013-03-31,TW
1362,2013-03-31,FB
1363,2013-03-31,FB
1364,2013-03-31,FB
1365,2013-03-31,PI
1366,2013-03-31,TW
1367,2013-04-01,FB
1368,2013-04-01,FB
1369,2013-04-01,PI
1370,2013-04-01,TW
1371,2013-04-01,TW
1372,2013-04-01,TW
1373,2013-04-01,FB
1374,2013-04-01,FB
1375,2013-04-01,TW
1376,2013-04-01,FB
1377,2013-04-01,FB
1378,2013-04-01,TW
1379,2013-04-01,FB
1380,2013-04-01,TW
1381,2013-04-01,TW
1382,2013-04-01,RE
1383,2013-04-01,FB
1384,2013-04-01,FB
1385,2013-04-01,TW
1386,2013-04-01,FB
1387,2013-04-01,FB
1388,2013-04-01,FB
1389,2013-04-01,PI
1390,2013-04-01,RE
1391,2013-04-01,RE
1392,2013-04-01,TW
1393,2013-04-02,FB
1394,2013-04-02,FB
1395,2013-04-02,FB
1396,2013-04-02,TW
1397,2013-04-02,TW
1398,2013-04-02,TW
1399,2013-04-02,FB
1400,2013-04-02,TW
1401,2013-04-02,PI
1402,2013-04-02,TW
1403,2013-04-02,TW
1404,2013-04-02,PI
1405,2013-04-02,RE
1406,2013-04-02,FB
1407,2013-04-02,RE
1408,2013-04-02,RE
1409,2013-04-02,TW
1410,2013-04-02,FB
1411,2013-04-02,TW
1412,2013-04-02,FB
1413,2013-04-02,PI
1414,2013-04-02,TW
1415,2013-04-02,TW
1416,2013-04-02,TW
1417,2013-04-02,FB
1418,2013-04-02,FB
1419,2013-04-02,FB
1420,2013-04-02,PI
1421,2013-04-03,RE
1422,2013-04-03,TW
1423,2013-04-03,TW
1424,2013-04-03,RE
1425,2013-04-03,TW
1426,2013-04-03,TW
1427,2013-04-03,FB
1428,2013-04-03,TW
1429,2013-04-03,FB
1430,2013-04-03,FB
1431,2013-04-03,TW
1432,2013-04-03,FB
1433,2013-04-03,RE
1434,2013-04-03,TW
1435,2013-04-03,TW
1436,2013-04-04,TW
1437,2013-04-04,TW
1438,2013-04-04,TW
1439,2013-04-04,TW
1440,2013-04-04,FB
1441,2013-04-04,RE
1442,2013-04-04,FB
1443,2013-04-04,TW
1444,2013-04-04,FB
1445,2013-04-04,FB
1446,2013-04-04,RE
1447,2013-04-04,TW
1448,2013-04-04,FB
1449,2013-04-04,TW
1450,2013-04-06,FB
1451,2013-04-06,RE
1452,2013-04-06,PI
1453,2013-04-06,FB
1454,2013-04-07,RE
1455,2013-04-07,FB
1456,2013-04-07,TW
1457,2013-04-07,PI
1458,2013-04-07,TW
1459,2013-04-07,FB
1460,2013-04-07,FB
1461,2013-04-07,FB
1462,2013-04-07,PI
1463,2013-04-07,TW
1464,2013-04-07,FB
1465,2013-04-07,FB
1466,2013-04-07,TW
1467,2013-04-07,TW
1468,2013-04-07,PI
1469,2013-04-07,TW
1470,2013-04-07,FB
1471,2013-04-07,FB
1472,2013-04-07,FB
1473,2013-04-07,FB
1474,2013-04-07,RE
1475,2013-04-07,FB
1476,2013-04-07,FB
1477,2013-04-07,RE
1478,2013-04-07,TW
1479,2013-04-07,FB
1480,2013-04-07,FB
1481,2013-04-08,FB
1482,2013-04-08,TW
1483,2013-04-08,RE
1484,2013-04-08,TW
1485,2013-04-08,TW
1486,2013-04-08,PI
1487,2013-04-08,PI
1488,2013-04-08,TW
1489,2013-04-08,FB
1490,2013-04-08,RE
1491,2013-04-08,FB
1492,2013-04-08,FB
1493,2013-04-08,TW
1494,2013-04-08,TW
1495,2013-04-08,FB
1496,2013-04-09,FB
1497,2013-04-09,TW
1498,2013-04-09,TW
1499,2013-04-09,RE
1500,2013-04-09,RE
1501,2013-04-09,TW
1502,2013-04-09,RE
1503,2013-04-09,RE
1504,2013-04-09,FB
1505,2013-04-09,PI
1506,2013-04-09,PI
1507,2013-04-09,TW
1508,2013-04-09,TW
1509,2013-04-09,TW
1510,2013-04-09,FB
1511,2013-04-09,FB
1512,2013-04-09,FB
1513,2013-04-09,TW
1514,2013-04-09,TW
1515,2013-04-09,FB
1516,2013-04-09,RE
1517,2013-04-09,PI
1518,2013-04-09,TW
1519,2013-04-09,RE
1520,2013-04-09,FB
1521,2013-04-09,RE
1522,2013-04-09,TW
1523,2013-04-09,FB
1524,2013-04-09,FB
1525,2013-04-10,PI
1526,2013-04-10,FB
1527,2013-04-10,RE
1528,2013-04-11,RE
1529,2013-04-11,RE
1530,2013-04-11,FB
1531,2013-04-11,FB
1532,2013-04-11,TW
1533,2013-04-11,TW
1534,2013-04-11,TW
1535,2013-04-11,TW
1536,2013-04-11,RE
1537,2013-04-11,RE
1538,2013-04-11,FB
1539,2013-04-12,FB
1540,2013-04-12,FB
1541,2013-04-12,PI
1542,2013-04-12,TW
1543,2013-04-12,PI
1544,2013-04-12,TW
1545,2013-04-12,PI
1546,2013-04-12,FB
1547,2013-04-12,PI
1548,2013-04-12,TW
1549,2013-04-12,RE
1550,2013-04-12,RE
1551,2013-04-12,TW
1552,2013-04-12,TW
1553,2013-04-12,FB
1554,2013-04-12,TW
1555,2013-04-13,RE
1556,2013-04-13,TW
1557,2013-04-13,FB
1558,2013-04-13,RE
1559,2013-04-13,RE
1560,2013-04-13,TW
1561,2013-04-13,TW
1562,2013-04-13,TW
1563,2013-04-13,FB
1564,2013-04-13,RE
1565,2013-04-13,RE
1566,2013-04-13,FB
1567,2013-04-13,FB
1568,2013-04-13,RE
1569,2013-04-13,FB
1570,2013-04-13,RE
1571,2013-04-13,FB
1572,2013-04-13,FB
1573,2013-04-13,TW
1574,2013-04-13,FB
1575,2013-04-13,TW
1576,2013-04-13,FB
1577,2013-04-13,PI
1578,2013-04-13,FB
1579,2013-04-13,FB
1580,2013-04-13,PI
1581,2013-04-14,FB
1582,2013-04-14,TW
1583,2013-04-14,FB
1584,2013-04-15,TW
1585,2013-04-15,FB
1586,2013-04-15,TW
1587,2013-04-15,FB
1588,2013-04-15,PI
1589,2013-04-15,RE
1590,2013-04-15,TW
1591,2013-04-15,PI
1592,2013-04-15,TW
1593,2013-04-15,FB
1594,2013-04-15,TW
1595,2013-04-16,FB
1596,2013-04-16,TW
1597,2013-04-16,RE
1598,2013-04-16,FB
1599,2013-04-16,FB
1600,2013-04-16,RE
1601,2013-04-16,FB
1602,2013-04-16,TW
1603,2013-04-16,FB
1604,2013-04-16,FB
1605,2013-04-16,TW
1606,2013-04-17,FB
1607,2013-04-17,FB
1608,2013-04-17,FB
1609,2013-04-17,TW
1610,2013-04-17,TW
1611,2013-04-17,FB
1612,2013-04-17,TW
1613,2013-04-17,FB
1614,2013-04-17,RE
1615,2013-04-17,FB
1616,2013-04-17,FB
1617,2013-04-17,FB
1618,2013-04-17,TW
1619,2013-04-17,PI
1620,2013-04-17,FB
1621,2013-04-17,FB
1622,2013-04-17,FB
1623,2013-04-17,FB
1624,2013-04-17,FB
1625,2013-04-17,FB
1626,2013-04-17,TW
1627,2013-04-17,FB
1628,2013-04-17,FB
1629,2013-04-17,TW
1630,2013-04-17,RE
1631,2013-04-17,TW
1632,2013-04-17,FB
1633,2013-04-17,TW
1634,2013-04-18,FB
1635,2013-04-18,PI
1636,2013-04-18,FB
1637,2013-04-18,FB
1638,2013-04-18,TW
1639,2013-04-18,FB
1640,2013-04-18,PI
1641,2013-04-18,TW
1642,2013-04-18,PI
1643,2013-04-19,TW
1644,2013-04-19,FB
1645,2013-04-19,RE
1646,2013-04-19,TW
1647,2013-04-19,TW
1648,2013-04-19,TW
1649,2013-04-19,FB
1650,2013-04-19,RE
1651,2013-04-19,TW
1652,2013-04-19,FB
1653,2013-04-19,PI
1654,2013-04-19,FB
1655,2013-04-19,FB
1656,2013-04-19,FB
1657,2013-04-19,FB
1658,2013-04-20,TW
1659,2013-04-20,TW
1660,2013-04-20,FB
1661,2013-04-20,PI
1662,2013-04-20,RE
1663,2013-04-20,TW
1664,2013-04-20,FB
1665,2013-04-20,TW
1666,2013-04-20,RE
1667,2013-04-20,FB
1668,2013-04-20,FB
1669,2013-04-20,TW
1670,2013-04-20,PI
1671,2013-04-20,FB
1672,2013-04-20,TW
1673,2013-04-20,TW
1674,2013-04-20,FB
1675,2013-04-20,TW
1676,2013-04-20,FB
1677,2013-04-20,FB
1678,2013-04-20,TW
1679,2013-04-20,FB
1680,2013-04-20,RE
1681,2013-04-20,FB
1682,2013-04-21,FB
1683,2013-04-21,PI
1684,2013-04-21,TW
1685,2013-04-21,FB
1686,2013-04-21,FB
1687,2013-04-21,FB
1688,2013-04-21,RE
1689,2013-04-21,TW
1690,2013-04-21,RE
1691,2013-04-21,RE
1692,2013-04-21,RE
1693,2013-04-21,TW
1694,2013-04-21,TW
1695,2013-04-21,FB
1696,2013-04-21,RE
1697,2013-04-21,FB
1698,2013-04-21,FB
1699,2013-04-21,RE
1700,2013-04-21,PI
1701,2013-04-21,FB
1702,2013-04-21,PI
1703,2013-04-21,RE
1704,2013-04-21,FB
1705,2013-04-21,FB
1706,2013-04-21,TW
1707,2013-04-21,FB
1708,2013-04-21,TW
1709,2013-04-21,FB
1710,2013-04-22,RE
1711,2013-04-22,FB
1712,2013-04-22,TW
1713,2013-04-22,TW
1714,2013-04-22,RE
1715,2013-04-22,TW
1716,2013-04-22,FB
1717,2013-04-22,PI
1718,2013-04-22,FB
1719,2013-04-22,PI
1720,2013-04-22,TW
1721,2013-04-22,PI
1722,2013-04-22,TW
1723,2013-04-22,PI
1724,2013-04-22,RE
1725,2013-04-22,TW
1726,2013-04-22,RE
1727,2013-04-22,FB
1728,2013-04-22,PI
1729,2013-04-22,FB
1730,2013-04-22,PI
1731,2013-04-22,RE
1732,2013-04-22,TW
1733,2013-04-22,PI
1734,2013-04-22,RE
1735,2013-04-22,RE
1736,2013-04-22,RE
1737,2013-04-22,FB
1738,2013-04-22,TW
1739,2013-04-23,FB
1740,2013-04-23,FB
1741,2013-04-23,TW
1742,2013-04-23,TW
1743,2013-04-23,TW
1744,2013-04-23,FB
1745,2013-04-23,FB
1746,2013-04-23,TW
1747,2013-04-23,TW
1748,2013-04-23,PI
1749,2013-04-23,TW
1750,2013-04-23,TW
1751,2013-04-23,TW
1752,2013-04-23,FB
1753,2013-04-23,TW
1754,2013-04-23,FB
1755,2013-04-23,RE
1756,2013-04-23,TW
1757,2013-04-23,FB
1758,2013-04-23,TW
1759,2013-04-23,TW
1760,2013-04-23,PI
1761,2013-04-23,RE
1762,2013-04-23,PI
1763,2013-04-23,TW
1764,2013-04-23,FB
1765,2013-04-24,RE
1766,2013-04-24,TW
1767,2013-04-24,TW
1768,2013-04-24,TW
1769,2013-04-24,FB
1770,2013-04-24,FB
1771,2013-04-24,PI
1772,2013-04-24,FB
1773,2013-04-24,TW
1774,2013-04-24,FB
1775,2013-04-24,RE
1776,2013-04-24,RE
1777,2013-04-24,RE
1778,2013-04-24,TW
1779,2013-04-24,FB
1780,2013-04-24,TW
1781,2013-04-24,FB
1782,2013-04-24,FB
1783,2013-04-24,FB
1784,2013-04-24,RE
1785,2013-04-24,TW
1786,2013-04-24,TW
1787,2013-04-24,RE
1788,2013-04-24,TW
1789,2013-04-24,TW
1790,2013-04-24,PI
1791,2013-04-24,TW
1792,2013-04-24,TW
1793,2013-04-25,TW
1794,2013-04-25,TW
1795,2013-04-25,TW
1796,2013-04-25,FB
1797,2013-04-25,TW
1798,2013-04-25,PI
1799,2013-04-25,FB
1800,2013-04-25,TW
1801,2013-04-25,FB
1802,2013-04-25,TW
1803,2013-04-25,FB
1804,2013-04-25,FB
1805,2013-04-25,TW
1806,2013-04-25,PI
1807,2013-04-25,TW
1808,2013-04-25,TW
1809,2013-04-25,FB
1810,2013-04-25,FB
1811,2013-04-25,TW
1812,2013-04-25,TW
1813,2013-04-25,RE
1814,2013-04-25,RE
1815,2013-04-25,FB
1816,2013-04-26,FB
1817,2013-04-26,FB
1818,2013-04-26,FB
1819,2013-04-26,TW
1820,2013-04-26,PI
1821,2013-04-26,TW
1822,2013-04-26,FB
1823,2013-04-26,TW
1824,2013-04-26,TW
1825,2013-04-26,TW
1826,2013-04-26,TW
1827,2013-04-26,FB
1828,2013-04-26,FB
1829,2013-04-26,PI
1830,2013-04-26,FB
1831,2013-04-26,RE
1832,2013-04-26,PI
1833,2013-04-26,RE
1834,2013-04-26,RE
1835,2013-04-26,TW
1836,2013-04-26,PI
1837,2013-04-26,TW
1838,2013-04-26,FB
1839,2013-04-26,RE
1840,2013-04-27,TW
1841,2013-04-28,FB
1842,2013-04-28,FB
1843,2013-04-28,TW
1844,2013-04-28,RE
1845,2013-04-28,FB
1846,2013-04-28,FB
1847,2013-04-28,TW
1848,2013-04-28,TW
1849,2013-04-28,FB
1850,2013-04-28,TW
1851,2013-04-28,FB
1852,2013-04-28,FB
1853,2013-04-28,PI
1854,2013-04-29,TW
1855,2013-04-29,TW
1856,2013-04-29,RE
1857,2013-04-29,FB
1858,2013-04-29,FB
1859,2013-04-29,PI
1860,2013-04-29,TW
1861,2013-04-29,RE
1862,2013-04-30,TW
1863,2013-04-30,PI
1864,2013-04-30,TW
1865,2013-04-30,TW
1866,2013-04-30,FB
1867,2013-04-30,FB
1868,2013-04-30,FB
1869,2013-04-30,FB
1870,2013-04-30,TW
1871,2013-04-30,PI
1872,2013-04-30,FB
1873,2013-04-30,PI
1874,2013-04-30,FB
1875,2013-04-30,FB
1876,2013-04-30,RE
1877,2013-04-30,FB
1878,2013-04-30,FB
1879,2013-04-30,TW
1880,2013-04-30,TW
1881,2013-04-30,FB
1882,2013-04-30,FB
1883,2013-04-30,FB
1884,2013-04-30,PI
1885,2013-04-30,FB
1886,2013-04-30,TW
1887,2013-04-30,TW
1888,2013-05-01,FB
1889,2013-05-01,TW
1890,2013-05-01,FB
1891,2013-05-01,FB
1892,2013-05-01,TW
1893,2013-05-01,TW
1894,2013-05-01,PI
1895,2013-05-01,TW
1896,2013-05-01,TW
1897,2013-05-01,PI
1898,2013-05-01,RE
1899,2013-05-01,TW
1900,2013-05-01,FB
1901,2013-05-01,FB
1902,2013-05-01,TW
1903,2013-05-01,TW
1904,2013-05-01,FB
1905,2013-05-01,TW
1906,2013-05-01,PI
1907,2013-05-01,TW
1908,2013-05-01,TW
1909,2013-05-01,TW
1910,2013-05-01,TW
1911,2013-05-02,TW
1912,2013-05-02,FB
1913,2013-05-02,TW
1914,2013-05-02,TW
1915,2013-05-02,FB
1916,2013-05-02,PI
1917,2013-05-02,TW
1918,2013-05-02,FB
1919,2013-05-02,TW
1920,2013-05-02,TW
1921,2013-05-02,TW
1922,2013-05-02,TW
1923,2013-05-02,TW
1924,2013-05-02,RE
1925,2013-05-02,FB
1926,2013-05-02,TW
1927,2013-05-02,FB
1928,2013-05-02,FB
1929,2013-05-02,TW
1930,2013-05-03,TW
1931,2013-05-03,PI
1932,2013-05-03,FB
1933,2013-05-03,PI
1934,2013-05-03,TW
1935,2013-05-03,FB
1936,2013-05-03,TW
1937,2013-05-03,TW
1938,2013-05-03,TW
1939,2013-05-03,TW
1940,2013-05-03,TW
1941,2013-05-03,FB
1942,2013-05-03,FB
1943,2013-05-03,FB
1944,2013-05-03,FB
1945,2013-05-03,FB
1946,2013-05-03,TW
1947,2013-05-03,TW
1948,2013-05-03,RE
1949,2013-05-03,TW
1950,2013-05-03,FB
1951,2013-05-04,FB
1952,2013-05-04,RE
1953,2013-05-04,FB
1954,2013-05-04,TW
1955,2013-05-04,FB
1956,2013-05-04,FB
1957,2013-05-04,PI
1958,2013-05-04,FB
1959,2013-05-04,FB
1960,2013-05-04,PI
1961,2013-05-04,FB
1962,2013-05-04,RE
1963,2013-05-04,PI
1964,2013-05-04,TW
1965,2013-05-04,TW
1966,2013-05-04,RE
1967,2013-05-04,PI
1968,2013-05-04,TW
1969,2013-05-04,RE
1970,2013-05-04,RE
1971,2013-05-04,RE
1972,2013-05-05,TW
1973,2013-05-05,PI
1974,2013-05-05,PI
1975,2013-05-05,FB
1976,2013-05-05,FB
1977,2013-05-05,FB
1978,2013-05-05,FB
1979,2013-05-05,TW
1980,2013-05-05,FB
1981,2013-05-05,TW
1982,2013-05-05,FB
1983,2013-05-05,PI
1984,2013-05-05,TW
1985,2013-05-05,FB
1986,2013-05-05,FB
1987,2013-05-05,TW
1988,2013-05-06,PI
1989,2013-05-06,RE
1990,2013-05-07,RE
1991,2013-05-07,FB
1992,2013-05-07,TW
1993,2013-05-07,PI
1994,2013-05-07,FB
1995,2013-05-07,TW
1996,2013-05-07,PI
1997,2013-05-07,TW
1998,2013-05-07,PI
1999,2013-05-07,FB
2000,2013-05-07,PI
2001,2013-05-07,TW
2002,2013-05-07,TW
2003,2013-05-07,FB
2004,2013-05-07,PI
2005,2013-05-07,FB
2006,2013-05-07,FB
2007,2013-05-07,PI
2008,2013-05-07,TW
2009,2013-05-07,TW
2010,2013-05-07,TW
2011,2013-05-07,TW
2012,2013-05-07,FB
2013,2013-05-07,FB
2014,2013-05-07,PI
2015,2013-05-08,FB
2016,2013-05-08,RE
2017,2013-05-08,FB
2018,2013-05-08,TW
2019,2013-05-08,FB
2020,2013-05-08,RE
2021,2013-05-08,FB
2022,2013-05-08,TW
2023,2013-05-08,FB
2024,2013-05-08,FB
2025,2013-05-08,TW
2026,2013-05-09,FB
2027,2013-05-09,FB
2028,2013-05-09,FB
2029,2013-05-10,FB
2030,2013-05-10,FB
2031,2013-05-10,TW
2032,2013-05-10,FB
2033,2013-05-10,RE
2034,2013-05-11,FB
2035,2013-05-11,TW
2036,2013-05-11,FB
2037,2013-05-11,RE
2038,2013-05-11,FB
2039,2013-05-11,TW
2040,2013-05-11,FB
2041,2013-05-11,RE
2042,2013-05-11,FB
2043,2013-05-11,FB
2044,2013-05-11,TW
2045,2013-05-11,FB
2046,2013-05-11,PI
2047,2013-05-11,RE
2048,2013-05-11,TW
2049,2013-05-11,RE
2050,2013-05-11,RE
2051,2013-05-11,TW
2052,2013-05-11,FB
2053,2013-05-11,RE
2054,2013-05-11,TW
2055,2013-05-11,PI
2056,2013-05-11,FB
2057,2013-05-11,RE
2058,2013-05-11,PI
2059,2013-05-11,PI
2060,2013-05-11,FB
2061,2013-05-12,PI
2062,2013-05-12,FB
2063,2013-05-12,FB
2064,2013-05-12,PI
2065,2013-05-13,TW
2066,2013-05-13,FB
2067,2013-05-13,TW
2068,2013-05-13,FB
2069,2013-05-13,TW
2070,2013-05-13,FB
2071,2013-05-13,FB
2072,2013-05-13,TW
2073,2013-05-13,FB
2074,2013-05-13,FB
2075,2013-05-14,PI
2076,2013-05-14,TW
2077,2013-05-14,TW
2078,2013-05-14,PI
2079,2013-05-14,FB
2080,2013-05-14,FB
2081,2013-05-14,PI
2082,2013-05-14,FB
2083,2013-05-14,PI
2084,2013-05-14,TW
2085,2013-05-14,TW
2086,2013-05-14,PI
2087,2013-05-14,FB
2088,2013-05-14,FB
2089,2013-05-14,FB
2090,2013-05-14,TW
2091,2013-05-14,TW
2092,2013-05-15,TW
2093,2013-05-15,FB
2094,2013-05-15,RE
2095,2013-05-15,FB
2096,2013-05-15,FB
2097,2013-05-15,FB
2098,2013-05-15,TW
2099,2013-05-15,TW
2100,2013-05-15,TW
2101,2013-05-15,FB
2102,2013-05-15,FB
2103,2013-05-15,TW
2104,2013-05-15,RE
2105,2013-05-15,FB
2106,2013-05-15,TW
2107,2013-05-15,FB
2108,2013-05-15,TW
2109,2013-05-15,PI
2110,2013-05-15,FB
2111,2013-05-15,FB
2112,2013-05-15,TW
2113,2013-05-15,RE
2114,2013-05-15,TW
2115,2013-05-15,TW
2116,2013-05-15,FB
2117,2013-05-15,FB
2118,2013-05-15,FB
2119,2013-05-16,FB
2120,2013-05-16,FB
2121,2013-05-16,FB
2122,2013-05-16,FB
2123,2013-05-16,FB
2124,2013-05-16,FB
2125,2013-05-16,RE
2126,2013-05-16,PI
2127,2013-05-16,FB
2128,2013-05-16,FB
2129,2013-05-16,PI
2130,2013-05-16,RE
2131,2013-05-16,PI
2132,2013-05-16,FB
2133,2013-05-16,TW
2134,2013-05-16,FB
2135,2013-05-16,FB
2136,2013-05-16,FB
2137,2013-05-16,FB
2138,2013-05-16,TW
2139,2013-05-16,FB
2140,2013-05-16,TW
2141,2013-05-16,FB
2142,2013-05-16,FB
2143,2013-05-17,FB
2144,2013-05-17,PI
2145,2013-05-17,FB
2146,2013-05-17,FB
2147,2013-05-17,FB
2148,2013-05-17,FB
2149,2013-05-17,TW
2150,2013-05-17,RE
2151,2013-05-17,FB
2152,2013-05-17,TW
2153,2013-05-17,FB
2154,2013-05-17,TW
2155,2013-05-17,FB
2156,2013-05-17,RE
2157,2013-05-17,PI
2158,2013-05-17,RE
2159,2013-05-17,TW
2160,2013-05-17,TW
2161,2013-05-17,RE
2162,2013-05-17,RE
2163,2013-05-17,TW
2164,2013-05-17,TW
2165,2013-05-17,FB
2166,2013-05-17,TW
2167,2013-05-17,TW
2168,2013-05-17,FB
2169,2013-05-18,FB
2170,2013-05-18,PI
2171,2013-05-18,FB
2172,2013-05-18,FB
2173,2013-05-18,FB
2174,2013-05-18,FB
2175,2013-05-18,TW
2176,2013-05-18,RE
2177,2013-05-18,FB
2178,2013-05-18,FB
2179,2013-05-18,TW
2180,2013-05-18,FB
2181,2013-05-18,FB
2182,2013-05-18,RE
2183,2013-05-18,RE
2184,2013-05-18,FB
2185,2013-05-18,PI
2186,2013-05-18,TW
2187,2013-05-18,FB
2188,2013-05-18,PI
2189,2013-05-18,FB
2190,2013-05-18,FB
2191,2013-05-18,TW
2192,2013-05-18,FB
2193,2013-05-18,RE
2194,2013-05-18,RE
2195,2013-05-18,FB
2196,2013-05-18,TW
2197,2013-05-19,RE
2198,2013-05-20,TW
2199,2013-05-20,FB
2200,2013-05-20,TW
2201,2013-05-20,FB
2202,2013-05-20,TW
2203,2013-05-20,FB
2204,2013-05-20,TW
2205,2013-05-22,FB
2206,2013-05-23,TW
2207,2013-05-23,RE
2208,2013-05-23,TW
2209,2013-05-23,TW
2210,2013-05-23,TW
2211,2013-05-24,TW
2212,2013-05-24,TW
2213,2013-05-24,TW
2214,2013-05-24,RE
2215,2013-05-24,FB
2216,2013-05-24,FB
2217,2013-05-24,FB
2218,2013-05-24,TW
2219,2013-05-24,TW
2220,2013-05-24,TW
2221,2013-05-24,FB
2222,2013-05-24,FB
2223,2013-05-24,RE
2224,2013-05-24,TW
2225,2013-05-24,PI
2226,2013-05-24,FB
2227,2013-05-24,TW
