userid,tmstmp,type
217,2014-01-21 20:02:51,mobile
458,2014-01-21 20:10:41,mobile
267,2014-01-21 20:27:36,mobile
606,2014-01-21 20:34:53,mobile
113,2014-01-21 20:50:42,mobile
123,2014-01-21 20:53:12,web
930,2014-01-21 20:55:25,mobile
606,2014-01-21 21:08:21,web
874,2014-01-21 21:09:47,web
930,2014-01-21 21:10:12,web
540,2014-01-21 21:13:47,mobile
878,2014-01-21 21:20:18,mobile
238,2014-01-21 21:27:32,web
657,2014-01-21 21:35:46,mobile
139,2014-01-21 21:38:02,web
789,2014-01-21 21:41:49,mobile
343,2014-01-21 21:42:06,mobile
207,2014-01-21 21:52:37,web
961,2014-01-21 21:54:00,web
821,2014-01-21 21:56:54,web
335,2014-01-21 22:02:39,web
567,2014-01-21 22:04:58,mobile
287,2014-01-21 22:14:33,web
454,2014-01-21 22:18:11,web
267,2014-01-21 22:20:00,mobile
562,2014-01-21 22:22:23,web
722,2014-01-21 22:22:53,web
173,2014-01-21 22:29:16,mobile
196,2014-01-21 22:29:55,web
652,2014-01-21 22:33:43,mobile
250,2014-01-21 22:35:30,mobile
703,2014-01-21 22:39:20,web
271,2014-01-21 22:41:49,web
113,2014-01-21 22:42:05,mobile
913,2014-01-21 22:48:48,mobile
612,2014-01-21 22:58:20,web
994,2014-01-21 23:06:54,mobile
718,2014-01-21 23:12:04,mobile
574,2014-01-21 23:15:22,mobile
249,2014-01-21 23:17:13,mobile
459,2014-01-21 23:20:14,mobile
678,2014-01-21 23:30:41,mobile
495,2014-01-21 23:32:42,mobile
597,2014-01-21 23:37:54,mobile
13,2014-01-21 23:45:25,mobile
796,2014-01-21 23:58:04,web
75,2014-01-21 23:58:56,web
598,2014-01-22 00:00:23,mobile
194,2014-01-22 00:04:50,web
115,2014-01-22 00:12:01,mobile
665,2014-01-22 00:14:23,mobile
603,2014-01-22 00:24:01,mobile
893,2014-01-22 00:29:29,mobile
879,2014-01-22 00:30:22,mobile
929,2014-01-22 00:32:57,web
790,2014-01-22 00:33:43,web
221,2014-01-22 00:35:04,mobile
924,2014-01-22 00:35:46,mobile
706,2014-01-22 00:52:10,mobile
941,2014-01-22 00:53:15,web
308,2014-01-22 00:54:21,mobile
890,2014-01-22 00:56:58,web
298,2014-01-22 01:04:50,web
555,2014-01-22 01:09:29,mobile
921,2014-01-22 01:15:03,mobile
809,2014-01-22 01:15:07,mobile
703,2014-01-22 01:16:21,web
358,2014-01-22 01:19:57,mobile
710,2014-01-22 01:25:17,mobile
325,2014-01-22 01:27:03,mobile
488,2014-01-22 01:27:45,mobile
796,2014-01-22 01:33:23,mobile
318,2014-01-22 01:43:05,mobile
295,2014-01-22 01:46:43,mobile
627,2014-01-22 01:53:20,mobile
839,2014-01-22 02:03:17,web
654,2014-01-22 02:05:49,web
484,2014-01-22 02:05:51,mobile
527,2014-01-22 02:06:07,mobile
804,2014-01-22 02:13:09,mobile
351,2014-01-22 02:23:22,mobile
769,2014-01-22 02:23:48,mobile
563,2014-01-22 02:25:28,mobile
56,2014-01-22 02:26:54,mobile
617,2014-01-22 02:31:56,mobile
515,2014-01-22 02:34:29,mobile
431,2014-01-22 02:36:25,mobile
930,2014-01-22 02:37:54,mobile
864,2014-01-22 02:38:48,mobile
360,2014-01-22 02:40:06,mobile
636,2014-01-22 02:40:48,mobile
792,2014-01-22 02:53:36,mobile
523,2014-01-22 02:56:53,mobile
703,2014-01-22 02:58:51,mobile
330,2014-01-22 03:10:36,web
686,2014-01-22 03:22:09,mobile
72,2014-01-22 03:23:58,mobile
715,2014-01-22 03:24:02,mobile
467,2014-01-22 03:43:28,mobile
889,2014-01-22 03:44:39,mobile
614,2014-01-22 03:50:49,web
450,2014-01-22 03:56:23,mobile
313,2014-01-22 04:00:19,mobile
120,2014-01-22 04:13:21,mobile
468,2014-01-22 04:26:50,mobile
577,2014-01-22 04:27:47,mobile
179,2014-01-22 04:32:54,mobile
237,2014-01-22 04:39:04,mobile
520,2014-01-22 04:41:03,mobile
983,2014-01-22 04:42:59,mobile
626,2014-01-22 04:43:54,mobile
953,2014-01-22 04:44:36,web
525,2014-01-22 04:44:43,mobile
160,2014-01-22 04:51:05,mobile
518,2014-01-22 04:52:53,mobile
360,2014-01-22 05:01:35,mobile
16,2014-01-22 05:03:44,mobile
566,2014-01-22 05:05:23,web
184,2014-01-22 05:06:08,mobile
1,2014-01-22 05:09:10,mobile
538,2014-01-22 05:19:38,web
410,2014-01-22 05:22:02,web
962,2014-01-22 05:22:41,mobile
469,2014-01-22 05:25:46,mobile
839,2014-01-22 05:29:36,web
106,2014-01-22 05:31:20,mobile
648,2014-01-22 05:52:48,web
592,2014-01-22 05:56:17,mobile
783,2014-01-22 06:02:04,mobile
133,2014-01-22 06:02:41,mobile
336,2014-01-22 06:08:38,mobile
511,2014-01-22 06:09:24,mobile
941,2014-01-22 06:10:15,web
941,2014-01-22 06:12:08,mobile
350,2014-01-22 06:14:21,mobile
974,2014-01-22 06:17:23,web
590,2014-01-22 06:19:52,mobile
139,2014-01-22 06:21:01,web
713,2014-01-22 06:21:11,web
815,2014-01-22 06:22:27,mobile
797,2014-01-22 06:23:57,web
594,2014-01-22 06:23:58,mobile
899,2014-01-22 06:33:07,mobile
606,2014-01-22 06:42:44,web
469,2014-01-22 06:45:23,mobile
422,2014-01-22 06:46:02,mobile
684,2014-01-22 06:46:04,web
945,2014-01-22 06:47:33,web
613,2014-01-22 06:54:57,web
842,2014-01-22 06:56:51,mobile
256,2014-01-22 07:00:50,mobile
921,2014-01-22 07:06:42,mobile
52,2014-01-22 07:10:05,web
103,2014-01-22 07:29:36,web
249,2014-01-22 07:33:00,mobile
696,2014-01-22 07:42:54,web
719,2014-01-22 07:48:26,web
584,2014-01-22 07:51:11,web
454,2014-01-22 07:55:06,web
298,2014-01-22 08:10:33,web
398,2014-01-22 08:14:31,mobile
596,2014-01-22 08:15:23,mobile
284,2014-01-22 08:17:59,mobile
552,2014-01-22 08:27:31,mobile
531,2014-01-22 08:32:15,web
809,2014-01-22 08:37:49,mobile
821,2014-01-22 08:38:55,mobile
390,2014-01-22 08:44:42,mobile
850,2014-01-22 08:45:15,mobile
410,2014-01-22 09:00:50,mobile
414,2014-01-22 09:16:31,mobile
502,2014-01-22 09:17:40,web
320,2014-01-22 09:26:16,mobile
419,2014-01-22 09:27:34,mobile
700,2014-01-22 09:29:55,mobile
693,2014-01-22 09:35:16,mobile
781,2014-01-22 09:42:17,web
149,2014-01-22 10:04:19,mobile
781,2014-01-22 10:06:57,web
627,2014-01-22 10:07:15,mobile
639,2014-01-22 10:12:17,mobile
627,2014-01-22 10:14:06,mobile
129,2014-01-22 10:15:37,mobile
512,2014-01-22 10:17:50,mobile
533,2014-01-22 10:22:04,mobile
890,2014-01-22 10:22:45,web
576,2014-01-22 10:26:43,mobile
358,2014-01-22 10:28:29,mobile
7,2014-01-22 10:35:26,mobile
659,2014-01-22 10:37:45,mobile
469,2014-01-22 10:49:39,mobile
551,2014-01-22 11:01:43,mobile
931,2014-01-22 11:06:23,mobile
183,2014-01-22 11:06:56,mobile
638,2014-01-22 11:09:03,web
583,2014-01-22 11:34:54,mobile
529,2014-01-22 11:35:26,mobile
57,2014-01-22 11:39:18,web
907,2014-01-22 11:44:35,mobile
924,2014-01-22 11:51:34,web
645,2014-01-22 12:08:56,mobile
769,2014-01-22 12:10:32,mobile
113,2014-01-22 12:12:26,mobile
28,2014-01-22 12:13:15,mobile
656,2014-01-22 12:18:34,mobile
316,2014-01-22 12:31:14,mobile
518,2014-01-22 12:31:23,mobile
955,2014-01-22 12:31:55,mobile
51,2014-01-22 12:34:44,mobile
925,2014-01-22 12:40:30,mobile
171,2014-01-22 12:42:47,mobile
203,2014-01-22 12:42:55,mobile
643,2014-01-22 12:43:02,web
66,2014-01-22 12:49:36,mobile
13,2014-01-22 12:51:02,mobile
49,2014-01-22 12:52:56,web
677,2014-01-22 12:54:00,web
123,2014-01-22 13:12:02,web
139,2014-01-22 13:20:19,web
930,2014-01-22 13:20:24,mobile
907,2014-01-22 13:21:36,web
107,2014-01-22 13:24:50,mobile
833,2014-01-22 13:25:59,mobile
587,2014-01-22 13:26:06,web
959,2014-01-22 13:29:07,mobile
738,2014-01-22 13:32:33,mobile
717,2014-01-22 13:32:43,web
562,2014-01-22 13:33:45,mobile
632,2014-01-22 13:35:42,mobile
715,2014-01-22 13:38:33,mobile
889,2014-01-22 13:40:55,mobile
929,2014-01-22 13:41:38,mobile
643,2014-01-22 13:47:10,web
751,2014-01-22 13:50:55,mobile
875,2014-01-22 13:56:03,mobile
151,2014-01-22 13:56:19,mobile
200,2014-01-22 13:59:32,mobile
715,2014-01-22 14:05:09,mobile
320,2014-01-22 14:10:41,web
654,2014-01-22 14:21:19,web
218,2014-01-22 14:21:36,mobile
916,2014-01-22 14:27:58,mobile
224,2014-01-22 14:30:33,web
311,2014-01-22 14:33:33,mobile
396,2014-01-22 14:39:30,mobile
830,2014-01-22 14:40:53,mobile
768,2014-01-22 14:43:59,mobile
152,2014-01-22 14:44:46,mobile
330,2014-01-22 14:54:40,mobile
514,2014-01-22 14:59:24,mobile
508,2014-01-22 15:07:13,mobile
928,2014-01-22 15:07:35,mobile
829,2014-01-22 15:14:38,web
287,2014-01-22 15:14:53,mobile
35,2014-01-22 15:16:50,mobile
667,2014-01-22 15:16:56,mobile
956,2014-01-22 15:18:03,mobile
614,2014-01-22 15:18:41,web
519,2014-01-22 15:20:27,web
730,2014-01-22 15:21:59,mobile
288,2014-01-22 15:22:26,web
664,2014-01-22 15:30:38,mobile
404,2014-01-22 15:32:22,mobile
302,2014-01-22 15:35:01,mobile
999,2014-01-22 15:40:04,mobile
169,2014-01-22 15:50:37,web
857,2014-01-22 15:50:44,web
30,2014-01-22 16:00:16,web
505,2014-01-22 16:00:33,mobile
280,2014-01-22 16:02:54,mobile
477,2014-01-22 16:07:11,mobile
129,2014-01-22 16:11:49,mobile
103,2014-01-22 16:25:56,web
822,2014-01-22 16:28:19,mobile
902,2014-01-22 16:37:00,web
726,2014-01-22 16:38:07,mobile
195,2014-01-22 16:44:08,web
115,2014-01-22 16:45:17,mobile
994,2014-01-22 16:51:37,mobile
224,2014-01-22 16:59:55,mobile
652,2014-01-22 17:18:09,mobile
444,2014-01-22 17:19:51,mobile
377,2014-01-22 17:20:12,mobile
261,2014-01-22 17:22:44,mobile
416,2014-01-22 17:22:54,web
768,2014-01-22 17:35:51,web
326,2014-01-22 17:37:13,web
128,2014-01-22 17:38:59,web
466,2014-01-22 17:39:39,mobile
907,2014-01-22 17:41:56,mobile
819,2014-01-22 17:50:04,mobile
795,2014-01-22 17:50:48,mobile
360,2014-01-22 17:51:05,mobile
783,2014-01-22 17:58:21,mobile
688,2014-01-22 18:00:24,mobile
143,2014-01-22 18:03:18,mobile
27,2014-01-22 18:03:52,web
825,2014-01-22 18:09:50,mobile
519,2014-01-22 18:12:01,web
904,2014-01-22 18:14:47,mobile
469,2014-01-22 18:24:45,mobile
838,2014-01-22 18:27:20,mobile
531,2014-01-22 18:30:32,mobile
471,2014-01-22 18:30:56,mobile
133,2014-01-22 18:36:58,web
726,2014-01-22 18:40:41,web
818,2014-01-22 18:43:30,mobile
514,2014-01-22 18:58:37,web
308,2014-01-22 19:05:24,web
572,2014-01-22 19:11:50,mobile
127,2014-01-22 19:12:16,mobile
817,2014-01-22 19:15:06,mobile
199,2014-01-22 19:27:26,mobile
956,2014-01-22 19:30:21,mobile
981,2014-01-22 19:33:41,web
97,2014-01-22 19:43:23,web
943,2014-01-22 19:56:47,web
598,2014-01-22 19:58:08,mobile
560,2014-01-22 19:59:45,web
470,2014-01-22 20:15:57,mobile
625,2014-01-22 20:19:12,mobile
649,2014-01-22 20:29:23,mobile
553,2014-01-22 20:34:49,mobile
672,2014-01-22 20:35:33,mobile
700,2014-01-22 20:48:06,mobile
457,2014-01-22 20:55:14,mobile
546,2014-01-22 20:56:41,mobile
907,2014-01-22 21:00:27,web
986,2014-01-22 21:03:15,mobile
265,2014-01-22 21:04:51,mobile
293,2014-01-22 21:06:51,web
909,2014-01-22 21:08:33,mobile
3,2014-01-22 21:11:33,mobile
508,2014-01-22 21:20:22,mobile
421,2014-01-22 21:24:15,mobile
555,2014-01-22 21:25:39,mobile
643,2014-01-22 21:27:54,mobile
169,2014-01-22 21:32:22,mobile
973,2014-01-22 21:42:33,web
965,2014-01-22 21:42:52,mobile
573,2014-01-22 21:48:17,web
554,2014-01-22 21:56:41,mobile
568,2014-01-22 21:58:40,mobile
769,2014-01-22 22:06:38,mobile
239,2014-01-22 22:07:57,mobile
375,2014-01-22 22:08:35,mobile
128,2014-01-22 22:13:13,mobile
55,2014-01-22 22:19:36,mobile
83,2014-01-22 22:21:29,mobile
695,2014-01-22 22:24:29,mobile
590,2014-01-22 22:39:08,mobile
628,2014-01-22 22:52:38,mobile
283,2014-01-22 23:05:06,mobile
425,2014-01-22 23:08:50,web
98,2014-01-22 23:11:16,mobile
422,2014-01-22 23:12:55,mobile
855,2014-01-22 23:15:16,web
265,2014-01-22 23:16:17,mobile
610,2014-01-22 23:19:51,mobile
422,2014-01-22 23:25:05,web
179,2014-01-22 23:26:53,mobile
968,2014-01-22 23:27:17,mobile
582,2014-01-22 23:28:31,web
745,2014-01-22 23:34:38,web
414,2014-01-22 23:36:02,mobile
247,2014-01-22 23:36:10,mobile
164,2014-01-22 23:48:35,web
378,2014-01-22 23:50:14,web
376,2014-01-22 23:52:12,mobile
667,2014-01-23 00:05:04,mobile
227,2014-01-23 00:07:34,mobile
108,2014-01-23 00:13:56,web
632,2014-01-23 00:16:20,mobile
678,2014-01-23 00:21:47,mobile
464,2014-01-23 00:31:24,mobile
928,2014-01-23 00:32:06,mobile
459,2014-01-23 00:33:04,mobile
237,2014-01-23 00:35:00,mobile
919,2014-01-23 00:35:55,mobile
707,2014-01-23 00:39:13,web
678,2014-01-23 00:42:08,web
398,2014-01-23 00:46:23,mobile
234,2014-01-23 00:48:56,mobile
205,2014-01-23 00:51:15,mobile
288,2014-01-23 00:53:58,mobile
800,2014-01-23 00:54:53,mobile
135,2014-01-23 01:13:01,mobile
909,2014-01-23 01:19:13,mobile
269,2014-01-23 01:23:14,mobile
538,2014-01-23 01:27:59,mobile
998,2014-01-23 01:29:08,mobile
122,2014-01-23 01:42:29,mobile
325,2014-01-23 01:42:53,web
692,2014-01-23 01:44:16,mobile
730,2014-01-23 01:44:35,web
951,2014-01-23 01:50:29,web
488,2014-01-23 01:53:35,mobile
825,2014-01-23 02:13:28,mobile
35,2014-01-23 02:15:39,mobile
630,2014-01-23 02:22:21,mobile
133,2014-01-23 02:25:59,mobile
671,2014-01-23 02:30:54,mobile
919,2014-01-23 02:53:29,mobile
204,2014-01-23 02:53:35,mobile
86,2014-01-23 02:58:41,mobile
227,2014-01-23 03:06:12,web
954,2014-01-23 03:09:26,mobile
436,2014-01-23 03:22:42,web
861,2014-01-23 03:25:27,mobile
178,2014-01-23 03:25:42,mobile
860,2014-01-23 03:32:52,mobile
399,2014-01-23 03:38:21,mobile
937,2014-01-23 03:38:45,mobile
849,2014-01-23 03:43:27,web
632,2014-01-23 03:49:04,web
799,2014-01-23 03:50:23,mobile
779,2014-01-23 03:54:57,mobile
650,2014-01-23 03:59:55,mobile
908,2014-01-23 04:02:24,web
861,2014-01-23 04:03:48,mobile
106,2014-01-23 04:04:18,mobile
913,2014-01-23 04:18:23,web
669,2014-01-23 04:18:58,web
845,2014-01-23 04:23:43,web
859,2014-01-23 04:24:48,web
340,2014-01-23 04:27:29,mobile
522,2014-01-23 04:27:43,mobile
695,2014-01-23 04:40:28,web
159,2014-01-23 04:45:11,mobile
706,2014-01-23 04:51:47,mobile
720,2014-01-23 04:52:06,web
981,2014-01-23 04:54:38,mobile
919,2014-01-23 04:55:47,mobile
526,2014-01-23 04:56:51,web
362,2014-01-23 05:00:36,mobile
925,2014-01-23 05:01:24,mobile
574,2014-01-23 05:05:11,mobile
868,2014-01-23 05:06:56,mobile
596,2014-01-23 05:13:23,web
467,2014-01-23 05:13:37,mobile
896,2014-01-23 05:30:23,mobile
712,2014-01-23 05:33:47,mobile
202,2014-01-23 05:46:02,web
782,2014-01-23 05:46:46,mobile
71,2014-01-23 05:50:08,mobile
486,2014-01-23 06:03:29,web
423,2014-01-23 06:06:53,mobile
755,2014-01-23 06:11:11,web
415,2014-01-23 06:11:59,web
491,2014-01-23 06:16:00,mobile
115,2014-01-23 06:17:59,mobile
455,2014-01-23 06:21:57,mobile
628,2014-01-23 06:22:37,mobile
515,2014-01-23 06:29:24,mobile
112,2014-01-23 06:32:10,web
16,2014-01-23 06:32:33,web
94,2014-01-23 06:33:22,mobile
734,2014-01-23 06:33:43,mobile
196,2014-01-23 06:43:34,web
587,2014-01-23 06:44:03,web
929,2014-01-23 06:58:31,mobile
998,2014-01-23 07:07:51,mobile
821,2014-01-23 07:08:16,web
494,2014-01-23 07:15:23,mobile
315,2014-01-23 07:18:32,mobile
778,2014-01-23 07:21:21,mobile
200,2014-01-23 07:23:06,mobile
467,2014-01-23 07:25:22,mobile
43,2014-01-23 07:26:14,web
700,2014-01-23 07:40:30,web
849,2014-01-23 07:55:09,mobile
647,2014-01-23 07:55:31,mobile
100,2014-01-23 07:55:38,mobile
621,2014-01-23 08:00:24,web
500,2014-01-23 08:02:48,mobile
466,2014-01-23 08:04:50,mobile
864,2014-01-23 08:09:23,mobile
471,2014-01-23 08:15:59,web
590,2014-01-23 08:25:18,mobile
520,2014-01-23 08:27:44,mobile
502,2014-01-23 08:34:49,mobile
906,2014-01-23 08:36:22,mobile
346,2014-01-23 08:36:43,mobile
675,2014-01-23 08:40:05,web
730,2014-01-23 08:52:58,web
999,2014-01-23 08:56:54,mobile
421,2014-01-23 08:57:29,web
855,2014-01-23 09:04:41,web
188,2014-01-23 09:06:03,mobile
743,2014-01-23 09:07:14,mobile
86,2014-01-23 09:08:13,mobile
581,2014-01-23 09:10:43,mobile
570,2014-01-23 09:13:20,web
463,2014-01-23 09:17:34,mobile
736,2014-01-23 09:19:48,mobile
481,2014-01-23 09:24:33,mobile
579,2014-01-23 09:28:19,mobile
360,2014-01-23 09:30:07,mobile
377,2014-01-23 09:36:12,mobile
130,2014-01-23 09:39:31,web
938,2014-01-23 09:54:10,mobile
177,2014-01-23 09:58:03,web
255,2014-01-23 10:07:19,web
728,2014-01-23 10:12:10,mobile
746,2014-01-23 10:15:27,mobile
713,2014-01-23 10:16:44,mobile
373,2014-01-23 10:24:29,mobile
91,2014-01-23 10:25:49,mobile
126,2014-01-23 10:27:49,mobile
122,2014-01-23 10:29:10,web
824,2014-01-23 10:37:10,mobile
881,2014-01-23 10:38:22,mobile
850,2014-01-23 10:46:33,web
608,2014-01-23 11:00:41,mobile
747,2014-01-23 11:02:09,web
200,2014-01-23 11:03:12,mobile
560,2014-01-23 11:18:14,mobile
209,2014-01-23 11:18:46,web
416,2014-01-23 11:20:14,mobile
421,2014-01-23 11:21:46,mobile
152,2014-01-23 11:37:11,web
581,2014-01-23 11:44:47,web
316,2014-01-23 12:05:37,web
580,2014-01-23 12:12:56,web
422,2014-01-23 12:15:25,web
247,2014-01-23 12:37:35,mobile
853,2014-01-23 12:39:01,mobile
792,2014-01-23 12:50:18,mobile
538,2014-01-23 12:52:18,mobile
596,2014-01-23 12:52:36,web
799,2014-01-23 12:52:56,mobile
441,2014-01-23 12:53:32,web
152,2014-01-23 12:58:16,mobile
983,2014-01-23 13:00:22,mobile
103,2014-01-23 13:08:58,web
44,2014-01-23 13:13:39,web
960,2014-01-23 13:19:04,web
688,2014-01-23 13:20:07,mobile
729,2014-01-23 13:25:42,web
830,2014-01-23 13:29:02,mobile
457,2014-01-23 13:30:06,web
82,2014-01-23 13:45:41,mobile
161,2014-01-23 13:46:31,mobile
302,2014-01-23 13:49:32,web
907,2014-01-23 14:06:01,mobile
747,2014-01-23 14:14:48,mobile
853,2014-01-23 14:17:50,mobile
859,2014-01-23 14:33:04,mobile
403,2014-01-23 14:34:56,web
601,2014-01-23 14:35:47,mobile
313,2014-01-23 14:46:12,web
253,2014-01-23 14:48:38,mobile
196,2014-01-23 15:04:28,mobile
734,2014-01-23 15:08:20,mobile
815,2014-01-23 15:12:05,web
799,2014-01-23 15:24:18,mobile
964,2014-01-23 15:39:48,mobile
967,2014-01-23 15:45:04,mobile
422,2014-01-23 16:00:46,mobile
943,2014-01-23 16:01:01,web
70,2014-01-23 16:01:59,mobile
524,2014-01-23 16:02:49,web
15,2014-01-23 16:09:48,mobile
907,2014-01-23 16:12:17,mobile
17,2014-01-23 16:14:10,web
545,2014-01-23 16:14:50,mobile
758,2014-01-23 16:31:58,web
653,2014-01-23 16:36:23,mobile
975,2014-01-23 16:39:49,mobile
677,2014-01-23 16:42:21,mobile
918,2014-01-23 16:45:57,web
603,2014-01-23 16:52:21,web
946,2014-01-23 16:58:44,mobile
538,2014-01-23 17:09:18,web
421,2014-01-23 17:14:27,web
730,2014-01-23 17:18:39,mobile
9,2014-01-23 17:27:21,mobile
152,2014-01-23 17:28:31,mobile
55,2014-01-23 17:30:18,mobile
849,2014-01-23 17:33:26,mobile
627,2014-01-23 17:36:41,web
200,2014-01-23 17:38:44,mobile
670,2014-01-23 17:44:09,mobile
129,2014-01-23 17:54:54,web
877,2014-01-23 18:12:23,mobile
943,2014-01-23 18:20:12,web
268,2014-01-23 18:36:59,mobile
440,2014-01-23 18:39:56,mobile
768,2014-01-23 18:40:01,mobile
432,2014-01-23 18:41:30,mobile
129,2014-01-23 18:46:12,web
647,2014-01-23 18:51:39,mobile
413,2014-01-23 18:51:40,mobile
766,2014-01-23 18:54:09,mobile
527,2014-01-23 18:56:57,web
176,2014-01-23 18:59:41,mobile
528,2014-01-23 19:07:23,mobile
48,2014-01-23 19:09:23,mobile
767,2014-01-23 19:15:26,mobile
648,2014-01-23 19:17:01,mobile
703,2014-01-23 19:17:25,mobile
681,2014-01-23 19:22:41,mobile
652,2014-01-23 19:26:56,mobile
964,2014-01-23 19:29:48,mobile
790,2014-01-23 19:37:46,mobile
2,2014-01-23 19:37:49,mobile
809,2014-01-23 19:39:08,web
7,2014-01-23 19:44:05,mobile
151,2014-01-23 19:46:19,mobile
833,2014-01-23 19:49:07,mobile
630,2014-01-23 19:52:51,mobile
497,2014-01-23 19:55:16,web
891,2014-01-23 19:56:43,web
598,2014-01-23 19:59:05,web
267,2014-01-23 20:03:29,mobile
689,2014-01-23 20:12:06,mobile
136,2014-01-23 20:13:34,mobile
113,2014-01-23 20:16:51,web
857,2014-01-23 20:24:28,mobile
881,2014-01-23 20:27:45,web
267,2014-01-23 20:28:58,mobile
200,2014-01-23 20:32:12,web
983,2014-01-23 20:36:18,mobile
276,2014-01-23 20:38:24,mobile
653,2014-01-23 20:44:42,web
957,2014-01-23 20:47:16,mobile
358,2014-01-23 20:55:57,mobile
963,2014-01-23 20:56:28,mobile
188,2014-01-23 21:02:36,mobile
693,2014-01-23 21:04:08,web
716,2014-01-23 21:05:24,mobile
951,2014-01-23 21:12:56,web
7,2014-01-23 21:20:48,mobile
703,2014-01-23 21:22:18,web
909,2014-01-23 21:26:00,mobile
134,2014-01-23 21:26:58,mobile
567,2014-01-23 21:29:11,mobile
221,2014-01-23 21:32:16,web
948,2014-01-23 21:34:38,mobile
374,2014-01-23 21:39:01,mobile
470,2014-01-23 21:45:41,mobile
674,2014-01-23 21:54:47,mobile
355,2014-01-23 21:55:58,web
768,2014-01-23 21:58:26,web
252,2014-01-23 22:00:57,mobile
885,2014-01-23 22:01:58,mobile
324,2014-01-23 22:09:52,mobile
310,2014-01-23 22:10:52,mobile
624,2014-01-23 22:16:30,mobile
417,2014-01-23 22:19:58,web
745,2014-01-23 22:21:38,mobile
994,2014-01-23 22:23:23,mobile
971,2014-01-23 22:24:24,mobile
531,2014-01-23 22:25:25,web
842,2014-01-23 22:33:24,web
990,2014-01-23 22:36:11,web
730,2014-01-23 22:38:19,mobile
813,2014-01-23 22:48:15,mobile
703,2014-01-23 22:53:03,mobile
325,2014-01-23 22:54:36,mobile
808,2014-01-23 22:58:01,web
768,2014-01-23 23:13:08,mobile
293,2014-01-23 23:16:09,mobile
694,2014-01-23 23:17:04,mobile
266,2014-01-23 23:18:53,web
325,2014-01-23 23:20:08,mobile
98,2014-01-23 23:22:05,mobile
516,2014-01-23 23:22:08,mobile
597,2014-01-23 23:22:49,mobile
313,2014-01-23 23:28:23,web
898,2014-01-23 23:35:28,web
182,2014-01-23 23:43:15,web
973,2014-01-23 23:53:56,mobile
305,2014-01-24 00:05:32,web
224,2014-01-24 00:05:43,mobile
891,2014-01-24 00:08:39,mobile
3,2014-01-24 00:20:16,mobile
560,2014-01-24 00:27:55,mobile
80,2014-01-24 00:30:42,web
382,2014-01-24 00:36:45,mobile
522,2014-01-24 00:38:17,mobile
479,2014-01-24 00:48:03,web
481,2014-01-24 00:50:14,mobile
953,2014-01-24 00:50:48,mobile
0,2014-01-24 00:55:10,web
49,2014-01-24 00:57:46,mobile
254,2014-01-24 01:00:41,web
940,2014-01-24 01:01:07,web
877,2014-01-24 01:02:26,mobile
959,2014-01-24 01:19:17,mobile
700,2014-01-24 01:41:01,mobile
221,2014-01-24 01:53:25,mobile
783,2014-01-24 01:54:45,mobile
109,2014-01-24 01:56:54,web
587,2014-01-24 01:57:37,mobile
28,2014-01-24 02:00:12,mobile
819,2014-01-24 02:04:04,mobile
23,2014-01-24 02:06:07,web
82,2014-01-24 02:11:41,web
347,2014-01-24 02:13:47,mobile
916,2014-01-24 02:14:56,web
98,2014-01-24 02:23:53,mobile
266,2014-01-24 02:28:47,mobile
552,2014-01-24 02:29:15,web
410,2014-01-24 02:33:47,mobile
253,2014-01-24 02:35:17,mobile
188,2014-01-24 02:39:22,mobile
240,2014-01-24 02:48:36,web
716,2014-01-24 02:49:46,mobile
441,2014-01-24 02:59:02,mobile
948,2014-01-24 03:00:17,mobile
887,2014-01-24 03:01:56,mobile
262,2014-01-24 03:05:08,mobile
169,2014-01-24 03:06:32,web
216,2014-01-24 03:10:27,mobile
128,2014-01-24 03:11:22,web
861,2014-01-24 03:13:44,web
227,2014-01-24 03:19:56,mobile
398,2014-01-24 03:21:12,mobile
839,2014-01-24 03:24:39,mobile
954,2014-01-24 03:30:36,mobile
1,2014-01-24 03:43:43,mobile
103,2014-01-24 03:45:25,mobile
825,2014-01-24 03:51:34,mobile
477,2014-01-24 04:04:40,mobile
568,2014-01-24 04:04:44,mobile
877,2014-01-24 04:10:00,mobile
523,2014-01-24 04:10:10,web
655,2014-01-24 04:13:13,mobile
918,2014-01-24 04:13:13,web
572,2014-01-24 04:15:04,mobile
481,2014-01-24 04:21:53,mobile
590,2014-01-24 04:22:14,web
395,2014-01-24 04:22:48,web
809,2014-01-24 04:25:41,mobile
896,2014-01-24 04:41:24,mobile
558,2014-01-24 04:42:33,web
946,2014-01-24 04:44:07,mobile
309,2014-01-24 04:46:02,mobile
729,2014-01-24 04:53:17,mobile
173,2014-01-24 04:53:21,web
384,2014-01-24 04:58:09,mobile
274,2014-01-24 05:02:50,mobile
751,2014-01-24 05:05:51,mobile
606,2014-01-24 05:08:55,mobile
224,2014-01-24 05:12:45,mobile
127,2014-01-24 05:22:50,web
481,2014-01-24 05:26:18,mobile
677,2014-01-24 05:26:28,web
14,2014-01-24 05:28:25,mobile
750,2014-01-24 05:31:35,mobile
218,2014-01-24 05:34:06,mobile
354,2014-01-24 05:39:45,mobile
206,2014-01-24 05:50:20,mobile
767,2014-01-24 05:56:49,mobile
877,2014-01-24 06:00:48,web
587,2014-01-24 06:02:40,web
569,2014-01-24 06:06:04,web
199,2014-01-24 06:08:18,mobile
26,2014-01-24 06:08:50,mobile
